user,bot
سلام✋✋✋✋✋✋✋✋,گفتی میخای توهم بری گفتم کوجا
دیلیت میزنم😐,پ ت بیا منو ببر
😐😐😐😐😐,چرا
/,فدایت نیم ساعت پیش روت ریپ زدم سلام دادم نفهمیدی\nچطوری خوبی
صلام🌵😐,خبی
غیرتی شد !,نع ندیدم فدا بد نیستم😂
👩‍🦯👩‍🦯👩‍🦯👩‍🦯,N migm az 18 y 19 bishtr nmikhore:/
🚶🏻‍♀🥱,😂
بدبختانه ژیان ها دنبال فرغون هان ولی فک میکنن فرغون بنزه👌🚶,من روت کراشم/:
بیب😂,استفراق میکنم رو هیکلت اون وقت
رابطہ که بخواد با حرف بقیہ خراب بشه ، خــودت خرابش ڪن!\n⁧,Wtf:/
🚶🏿‍♂,😭این یکی خیلی دردآور بود
یعینیاااا ۱۰۹ تا بلاکی دارم بعد هیج کدوم این خصوصیتو نداش یام داش من فرصت ثابت کردنشو ندادم😂😐,عکس از خودت بزار شاید یکی کراش زد
😐,احتمالا پشته سریتو میخواد😕
🚶‍♀ما ک رفدیم,واس رل؟/:
🚶🏻🥬,://
سلام,نباش ک
نمیبخشیم,عا گرفتم حل😐😂
خوبید,😂😂اره 👌
/,نه الان خونه ماس بیا ببینش😁
رل پی,اره همینه برو با ایرانی چت نکن خز ان بدو😐
کسی هست؟  😐,N dge bitrbit nsho:////
الزاماتتم تموم شد🤣🤣🤣,اوپس/:
🚶‍♂,ساعتی؟
پس کو دختراش,😂😂😂شاخن دیگ
هعی,اوک مگم خسه نباشی
😕,بهت نمیخوره🙁
سلام پالیس کسی نمیخاد؟,😐😹
سلام,یکی اینو بگیره
/,شت😐
🥅  \n         ⚽️🚶🏼‍♂,🚶‍♂چرو
👨🏽‍🦽🥀,امسال دانشجو میشم خدت بخاد😕😐
پالیس منظورش پلیسه یا پسر فرانسوی؟؟,ویژگیاشو از اول بگو 😹
سلام,یاسر ۱۸ اصفهان
سلام😐🧑🏽‍🦯,😂😂😂اوک
👨🏽‍🦽🥀,😐چرا کی کجا
سلام,😂😂😂😂😂😂😂😂😂ناموص اول خوب نوشته بودم پاک شد
يكي بياد بحرفيممممممم,هیچی گفتم مدرسه میری؟
سلام,حالا اصل بده
رل پی,برو بنم برووو در خونه خودتون بازی کن من پا ندارم از زانو قطع شدن 😒
/,کروناع😁😁
🚶‍♂🍃,الآن گل میشح!
ححیییییی,بوکسشو دیدم فقط 😹
نبود🥺,😂😐جون
👨🏽‍🦽🥀,اره ندارم
👨🏽‍🦽🥀,😂😂😂
واقن عجب !,😐ممنون نمیخواد😂
کسی نی فالو کنه بک بدم,تیدا19کرج
G,😂😂😂شیخ لاشیع
👨🏽‍🦽🥀,فدا و شما
😝🖕,u
👨🏽‍🦽🥀,سپاهان شعر
اه,گوجه سبز ک الان فصلش نیس توت فرنگیم خودم دوس دارم بتو نمیدم 😹
رل پی,خوش
Hi_,همچ دا
نمیشع استیکر داد,-
لزبین پی/:😂💦,😊🌈
🚶🏿‍♀حسل,فدات شن😂😂☺️
🚶🏻‍♀,والا
یکی بره پیش :/,hi
👨🏽‍🦽🥀,هیشکی نیص
🚶🏿‍♂,🚶🏿‍♂🚶🏿‍♂
😂😂😂نبود یعنیییی خاک,زعععر مار
دوستان روز خوش ❤️ من دیگه لف😁,قبول کن
سلام \nصبح  همگی بخیر آرزوی بهترینها \n\n🚶‍♀❤️❤️,Khobi
🚶🏻‍♀🍂,سوم راهنمایی پرتم کردن بیرون😐❤️
خوبی,بچه😑🤮\nبیچاره بزرگا😒😂\nاصن میخوای تو فقط پرونده طلاقو ب عهده بگیر😐\nاین طوری موضوع جنایی نمیشه😂
از کنار رو,Khbe:/
👨🏽‍🦽🥀,ن
چ خابم میاد,😂😂😂رحم نمیکنم بت بوکس
Slm,😂🚶‍♀
نموصن عین موقع صبح کی بیداره😐🚶🏿‍♂,هازان چیست؟
قفل استیکر,نه  طلاق خونمو ب جوش میاره حرص میخورم
باز کردن گیف,😐😐😐😐😐
قفل گیف,اون قبلیم اصن جواب ندادی پاکسازی زدن-!\nریپلایها😐😹😹😹\nواعی😹🤦🏼‍♂
🍼😂😂خاک نبودودد,بله
باز کردن استیکر,😐
😐,Na vala😐👌
سلام,خوبی
همی الان دوتا دختر داشتن با من چت میکردن نمیدونم کی رو هوا زد😐😂,Ps hrf nzn 🙂
🚶‍♀,merrrc mohadese\nto chetuuriiii?!!
عجبببب😐,😂😂😂😂😂😂😂😂😂😂
عجبببببببب😐,Chsht tosie???:/
🚶‍♂🚶‍♂,با من قهریییی؟؟؟؟؟
wtf?!,صلام صبحتون بخیر!
😑,نریپ روش
ملت همه کمین کردنا😂😂😂,😂🚶‍♀گمشو میخوایی ببری زیر خاک این خصوصیاتو؟
🚶🏻‍♀,Slm
عجب بابا !,eee
قهره🤣,ت خودت کزی😂😂
‌‌‌\nبعضی وقتا لازمه گیاه باشی و فتوسنتز کنی ولی محتاج بعضیا نباشی !\n‌‌‌,خواهرای میگ میگن😐😂
برین بکپین دیگه,واخ ننع راص میگیح
سلام,😂😂😂😂😂😂😂😂😂اخ لنتی فرم رلو نگا کن بیین داری شرایطشو
خوبین,کی 😂
Ananas,اینجاست؟
🚶‍♂🚶‍♂🚶‍♂,سلام اقا امیر پایدار خبی \nخشی
💔,حل!
😕😕,عوخی
اه,Khob basham? 😐
💔,- زندع باشید خانم!\nب خوبی شما!\nروزتون قشنگ!♡
کراش من کجاس😂😌😌😌,عههه چرا
🚶‍♀,والاع
😂😂😂😂,خوبی شما
بسه اه,هر هر😐
😂😐,cheraa nabashi\ncheraa baaad
-... -.-- -... -.--,عالی ت خوبی
🚶🏿‍♂✨🖇,الان کجم😐😂
همه واس اصفهانن,باشه🥺😂
خوبی رانندگی من اینه که کافرهم تو ماشینم بشینه به خدا ایمان میاره😂😂😂😂😂,فدا همچنین
😐😐,میخند
اگه یادش بره ک قلب من میشکنه وای وای وای,منو تهدید نکنا اون مشتای تو رو تن من نوازشن 😂
🚶🏿‍♂,اوم
سلام,تو خونمه😂
آغا فالو کنید بک میدم خا \nخسیس بازیا چیه🙄,- بمونی واص عزیزات !
فتیشی نیست؟,فداتم \nعشق من😂😌😌😌❤️
مینارو ت جبهه دوس دارن,دورت بگردم😢😂
😐,Hmshono gush ddi?:)
💔,😹
Salamati hamashon Aval ama khodam😎😎😎😎😎😎😎😎😎😎😎😎😎,بزن راحت شی 😂
😂👌😂,😂😐
😐😕,ندیدم خو
🥅  \n         ⚽️🚶🏼‍♂,😑😑😑
🥅  \n         ⚽️🚶🏼‍♂,اصف
😕😕,ترشیارو ریختی؟
🚶‍♀رومن کراش بزنید,😂😂
😐,😂😂😂
لویا جواب منو نیمیده😫,Ee pa chi:///////////
🚶‍♀,صرت گیج میرع🙄😂\n\n\n\n\nنمخام بگردی برگرد😐😂
گشاد بازیو بزارین کنار یه دیقه بیاید برا فالو بک🤨,😂😂❤️اخ بوس
🚶‍♀,دیونه😂😂\nخوب ترس چیز طبیعی🚶🏻‍♀\nبکشی اونطوری فرم صورتت بدمیشه😂😂😐\nاهوم معدن😂😂😂\nنمشه بالاس😂🚶🏻‍♀
🚶‍♀,❤️\n\n\nدیل چخبرااا
🐏,کراشمو بگیر
ای ماه خوب🚶‍♀,😂😂😂😌😌😌😌
🚶‍♂,😕
☹️☹️☹️☹️☹️,پل چمران
🥅  \n         ⚽️🚶🏼‍♂,فدا تو کجاش
🚶🏻‍♂🚶🏻‍♂🚶🏻‍♂🚶🏻‍♂,خوش
بختیاری اینجا نیس ؟,اجی پشله اژیتم میتونه بژنش😫🍼
کسی هس بیاد پیوی رل بزنیم,خطرناک شدی لنتی
نگاشون کن دیوصا 😒😬,منم شدید
🚶‍♀,مشکیم خوبه گنگش بالاس
اوووو,😂😂😂
الووو,Khbe oon sbk ziad drm age khsti bgo♡
🚶🏻‍♀,هزار جریب
🥅  \n         ⚽️🚶🏼‍♂,ناموسا
🥱,بخدا
خلوت صد,=//
رلی ک نون بربری بخره پی !🙁😂,Ki khabalue?😐
برم کم کم,🚶‍♀افرین
هعی,🖤
دنیا دیگع مث من ندارع!🐕‍🦺🚶🏼‍♂,پ ز خومونی
بخوابم,سلام آتنام
🚶🏻‍♀,اها
🚶🏻‍♂🚶🏻‍♂🚶🏻‍♂,۱۷ قم
😐🏻,خدا همه سینگلا رو شفا بده 😂
تهران کسی هست!؟,too
🐏,😐😐
بچه اونطوری حرف نمیزنه:/,اوک😕😕
سی,😂😂لنتی استیکراتم خاصن
صگ تو این روند زندگی,چون شیطونی نکنی
خوب بخوابین جناب !,خوش
:(:,سلام
قشنگ زبونم مو در آورد😐,خوش بحالت😕😕😕\n\nچرا من کراش ندارن🚶‍♀😕
باشه,من دوساعته منتظر بقیه اینم😐😂\nبقیه نداش😐🤔😂
رلی ک نون بربری بخره🙁,بشناسی نمیحرفی دگ معم نی
مهسا,سلام😅😅ت خوبی
مهسا,اون چیشد🤔
😐🏻,نوزدع تع
سلام,بعصل
مهسا,😄
بای🚶‍♂,بخوبیت \nافتخار گپ 😂😂😂 چطوری
مهسا,به به😐
بنظرتون امروز بهتون مشق میدن؟¿😆😂🙆‍♂️,چح گیفی
🚶‍♀,دارم
شاخااا  امرو باستی  از جلو نظام واستن😆🤣,عع
- چَک,ایدی نفس روداری؟😐
من  مدسه   رو  خیلی دوز دالم  😐🍫,آره تو چطوری
میخام حرف بزنم !,چیه؟؟
من دیه شاخ مجازی  نبیشم 😐🍫 گول میدم 🙆‍♂️,مع
🚶‍♀تیف,عا
شاخای مجازی دیروز ::\n\n مدسه آی مدسه   ما دالیم میاییم 🥴😷,پ چک
سلام,سیلام
من مدرشه دوچ ندالم😫,😂😐
رلی ک بکپه پی !👩🏿‍🦼,🚶‍♂باز اومدی
😐😂,Bekhobit
🐏,ولم کن/:
مح مدسه موخوااااااااااام😫😫😩🤒 😆,یه چی مخوام ازت
😂😂😂😂,رح🚶‍♀
- اصطورع بودم برع تُ,گمشو
اییییی,اوک
ی اکانت مجازی بم بدید😐🚶‍♀,سلام
سلام,asl bede
🚬🚶‍♂️♠️,خوبین
سللمممم,بخولش😂🚶‍♂
بکپه که تو بری با پسر چت کنی☹️,کجاس/:🚶🏿‍♂
🚶‍♂,باشه😁
یا من بهتون ی اک بدم😕,اهااوک
🚶🏻‍♀,هنو کینع عه هست؟!
هوف,کراشتو
🚶‍♀,بخوبیتون چخبره اینجا
ناموسا سلاام,خوبی
مهسا دوستت دارم,ب نظرم تو امسال تازع فارغ التحصیل شدی الان یکم جو‌گیری🙄👐🌼
اه,خدارو شکر \nاصل میدین لطفا
بفهم نفهم,Chsh abi?😹
دارا دوم کی خریده یا قراره بخره؟🚶‍♂,عکستو میذاشتی پروف زخمیشون میکردی🤣🤣
چرا نمشه وویس داد اینجا,😂
🚶🏻‍♀,جون میخوای مخشا برات بزنم
🚶🏻‍♀,من که نمیگیرم
مهساععع دوست داریم😂😂😂😂,او نو نو نو 😆🤣
🙁,"nmd\""!"
سلام,مگِ گزاشَم:)
همع یک صداع😂😂😂,از خدامه😂😂
0.0,اره ۱هفتس اسرار میکنم بهش
- بیا میکنم دلتو بان پیچی من!,کیه
🚶‍♀,من خوبم
0.0,معلوم نیست
مهسا کیه ک همه صداش میکنن یکی هم بگه امیر بخدا بد نمیشه😫😫,اسمت چیع
یکی که با من بچته فقد😐,با 50 درصد تخفیف میتونه خوب باشه
😕🚶‍♀,پالیش😫
!,سینا
🥅  \n         ⚽️🚶🏼‍♂,چ کاری کردم!😑🤦🏿‍♂🚶🏿‍♂
🥅  \n         ⚽️🚶🏼‍♂,😂
😐,😐لاشی نیسم داش
"فدات رویا جان\""\nمهربون:)",Rel ndrm😑
کم کسخلم کسخل ترم میشم بای😐,ن مرسی
🚶‍♀,اصل میدی
➖🔪,یلدا 19
مهسا,عاورین
سلام,منم همین طور\nچی میکنین شما
🚶🏿‍♂✨🖇,من دیروز زیاد نبودم ندیدم\nولی در کلا زیاد آن نمشه \nبا دخترها هم زیاد چت نمکنه بیشتر همینش باعث  شد  ازش خوشم بیاد
سلام,رلت پشم داره🚶‍♂\nبیا طرف ما😐
0.0,😐نه تو نیسی
مگ الان مدرسه ندارید؟,"dige hichvaqt nasiht nkn ksio\""!😑🚶🏿‍♂"
باش,ندارع مشکل ک نمیدونم یا گوشیش گرفتن یاع بعترشو یافتع
اردک تک تک,😂😂
تک تک اردک,قربون دل مهربونه برم
🚶‍♀کراش بزنید,😐😐
تک اردک,ااااا تنهایین مگه
کراش بزنم,- خدت گُلی
قدیما چه قدر خوب بود جواب سلام میدادن😕😕,واخ گلبم
😐,😂😂❤️اخ
کـیس مـجازی و واقـعی بیا پیـوی💦♥️,😐😐
🚶‍♀هول نباشید وقتی مغرورید جذاب ترید,خا
🚶🏿‍♂,ویسو باز گن
من نیوفیس میخوام,زنده باشی \nخبیخوشی \nصبح عالی متعالی❤️❤️
😒🔥,باز کردن ویس
سلام,بوس
نمیخوام بخوابم,وات؟
جهندم !,با کیی
سلام بچه های گل,خوشبختم علی تهران ۲۴
یکیو بدید دو سات بش بگم عشقم بعد برم🤤🤤🤤🤣🤣🤣💦,لب💋
ممدا ب خط شن مبخام کراش بزنم🚶‍♀,__
🚶🥀💚,معمولیه
ححیییییییی-,Mn psr mikhm chikr:///
0.0,😂😂😂😂دهنت سرویس
درک,چی😐
🚶🏿‍♀عی باو,خوش
سلام‌,خدانکنه قشنگم🙁\nمریض شدم
😐🏻,چش عابیه
واسه این اون تغییر نکنین..واس خودتون تغییر کنین 🤦🏻‍♂️😶,سلام
🚶‍♀ممدا,فدات
عکسو باز کنین,😑🔪خاک برسرت
خوب,الهی😕😕😕\nمنم شکر خدا که هیچ وقت سالم نیستمالانم اصلا حالم خوش نی
🚶‍♀جاذاب,اینم شانس مایه😑😐💔
ممد با تو کار داره😂,Khb psr mikhm chikr☹️☹️
😕😕,__
🚶🥀💚,راهی ژنم میسی😫
عجب!,ریش نعرم
پی🚶‍♀,۱۶
سلام,خاک برسرت تر😑🔪🩸
😑😐hi bar shoma,😂😂😂
غرورِ لنتی:),خوبی
تهران کسی نیست ک رل بزنیم,چرا عزیزم🙁
سلام,♡باوشِ
- روزی صد بارم بگم ب درک کمِ,اوهوم
یکی که همش بوسم کنه,Mrci shoma khobi?
🚶‍♀چقد چرت ک پرت,^:)
سلام,چراع😂😂
🚶🏿‍♂✨🖇,نمد
عروسگ قشنگ من ممد پوشیده,دوبار
مهسا دوستت دارم  بفهم,بگو !
حالم ب هم خورد انقد فک زدید,Nmikhm😑
🚶🥀💚,عگ همین پروفت باشی خودم میام خاستگاریت😂
😐🏻,توکل بخدا
غلطه,19 krj
رلی که بوس بده,اخییی
لحافی از اکبر کشیدا🚶‍♀,ساییدیا
🚶🥀💚,اگه بود خودمو میگرفتم😫
رلی ک لاس نزنه !,ندارم😐
کلثوم براش شونه خریده🚶‍♀,فدا فدا ☺️
سلام,نمیدونم شاید تو حساسی نسبت ب این قضیه😐
سلام,کی با تو ه حالا
۱۱:۱۱,نمخه خرید بری خودوم موروم
🚶🥀💚,بوس
🚶🏻‍♀,خیلی زیاد
جناب اقا امیر پایدار اومد !,فکر کنم گوه خورشی
🚶🥀💚,سلام وانیل خبی
😕,نشی نشی😂🌴
والا تو سرت شلوغ دیر ج میدی,هر هر
"¹¹\""¹¹",عه گنا دره
"چخه\""","puf\""!🚶🏿‍♂"
گوه خور زیاد شده,(:
🚶🥀💚,😂🌈
🚶‍♀,Hmchenin
ســلــام,ژیپ بابا
😟😟,Chsra asln
چجوری واسه رل یه ساعته غیرتی میشین😐😂😂,رل زدی؟😂😐
فقد بمون نرو بقیَش با مَن:),Slm
🚶🥀💚,بیوت منو کشته😂😂😂😂😂
🚶🏻‍♀,نه🤔\nچیشده
کسب و کار اینترنتی \nبرای کسب اطلاعات بیشتر به پی وی مراجعه بفرمایید,_
شیت👩🏿‍🦼,ن ولی با توجه ب حرفاش باید میرفت/:🚶🏿‍♂
0.0,چشم چشم
🚶🏿‍♂✨🖇,وسوسم نکن لنتی 😂
اقاع عخش من کو خوب بیا دیگع 😂😂,Ey ksh ye saat bod 60s ast😕
مهشا,چون از کلمه اجی نفرت دارم
هههووووف😑😑😑🚶🏻‍♀,شارینا هنو تو فکر منی😫
